bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2023NewA..10202035S,On the basins of convergence in the beyond-Newtonian spatial collinear circular restricted four-body problem with spinning primaries,2023,8,New Astronomy,102,102035,6,1,0,Restricted four-body problem; Pseudo-Newtonian potential; Newton-Raphson method; Basin entropy,10.1016/j.newast.2023.102035,,https://ui.adsabs.harvard.edu/abs/2023NewA..10202035S
2023MNRAS.523.2209A,On the growth of supermassive black holes formed from the gravitational collapse of fermionic dark matter cores,2023,8,Monthly Notices of the Royal Astronomical Society,523,2209,8,0,15,galaxies: formation; galaxies: high-redshift; galaxies: nuclei; quasars: supermassive black holes; galaxies: structure; dark matter; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad1380,arXiv:2305.02430,https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.2209A
2023JCAP...08..057C,Bondi-Hoyle-Lyttleton accretion onto a rotating black hole with ultralight scalar hair,2023,8,Journal of Cosmology and Astroparticle Physics,2023,057,6,1,14,accretion; astrophysical fluid dynamics; GR black holes; Astrophysics - High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.1088/1475-7516/2023/08/057,arXiv:2301.06564,https://ui.adsabs.harvard.edu/abs/2023JCAP...08..057C
2023ApJ...952L..37A,The NANOGrav 15 yr Data Set: Constraints on Supermassive Black Hole Binaries from the Gravitational-wave Background,2023,8,The Astrophysical Journal Letters,952,L37,115,1,467,Gravitational waves; Supermassive black holes; Galaxy evolution; 678; 1663; 594; Astrophysics - High Energy Astrophysical Phenomena; Astrophysics - Cosmology and Nongalactic Astrophysics; General Relativity and Quantum Cosmology,10.3847/2041-8213/ace18b,arXiv:2306.16220,https://ui.adsabs.harvard.edu/abs/2023ApJ...952L..37A
2023ApJ...952..104M,Classification of Trajectories in a Two-planet Exosystem Using the Generalized Three-body Problem,2023,8,The Astrophysical Journal,952,104,6,1,2,Exoplanet astronomy; 486,10.3847/1538-4357/acd75f,,https://ui.adsabs.harvard.edu/abs/2023ApJ...952..104M
2023MNRAS.524.1008H,Planting a Lyman alpha forest on ABACUSSUMMIT,2023,9,Monthly Notices of the Royal Astronomical Society,524,1008,20,1,15,methods: numerical; quasars: absorption lines; cosmology: theory; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad1920,arXiv:2305.08899,https://ui.adsabs.harvard.edu/abs/2023MNRAS.524.1008H
2023JAHH...26..621S,Astronomical phenomena in the cultural practices of the Kumba-Quimbaya indigenous community of Colombia,2023,9,Journal of Astronomical History and Heritage,26,621,2,2,0,Cultural astronomy; ethnography; astronomical phenomena; Kumba-Quimbaya community; cultural practices,,,https://ui.adsabs.harvard.edu/abs/2023JAHH...26..621S
2023ApJ...954..207G,The DESI One-Percent Survey: Constructing Galaxy-Halo Connections for ELGs and LRGs Using Auto and Cross Correlations,2023,9,The Astrophysical Journal,954,207,34,1,24,Emission line galaxies; Redshift surveys; Galaxy dark matter halos; Dark energy; Observational cosmology; 459; 1378; 1880; 351; 1146; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ace90a,arXiv:2306.06317,https://ui.adsabs.harvard.edu/abs/2023ApJ...954..207G
2023ApJ...954..149D,Target Selection and Sample Characterization for the DESI LOW-Z Secondary Target Program,2023,9,The Astrophysical Journal,954,149,42,1,36,Redshift surveys; Computational methods; Dwarf galaxies; Low surface brightness galaxies; 1378; 1965; 416; 940; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ace902,arXiv:2212.07433,https://ui.adsabs.harvard.edu/abs/2023ApJ...954..149D
2023ApJ...954..125E,Cosmology with One Galaxy? The ASTRID Model and Robustness,2023,9,The Astrophysical Journal,954,125,10,1,21,Cosmology; 343; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-4357/ace96e,arXiv:2304.06084,https://ui.adsabs.harvard.edu/abs/2023ApJ...954..125E
2023A&A...677A.163A,"A Gaia astrometric view of the open clusters Pleiades, Praesepe, and Blanco 1",2023,9,Astronomy and Astrophysics,677,A163,2,2,19,astrometry; methods: data analysis; open clusters and associations: individual: Blanco 1; open clusters and associations: individual: Pleiades; open clusters and associations: individual: Praesepe; Astrophysics - Astrophysics of Galaxies,10.1051/0004-6361/202346569,arXiv:2304.00164,https://ui.adsabs.harvard.edu/abs/2023A&A...677A.163A
2023MNRAS.525.3162V,Orbital structure evolution in self-consistent N-body simulations,2023,10,Monthly Notices of the Royal Astronomical Society,525,3162,3,2,6,galaxies: evolution; galaxies: structure; galaxies: bar; methods: numerical; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stad2437,arXiv:2308.01439,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.3162V
2023MNRAS.525.1106S,Target selection for the DESI Peculiar Velocity Survey,2023,10,Monthly Notices of the Royal Astronomical Society,525,1106,38,1,54,surveys; galaxies: distances and redshifts; cosmology: observations; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stad2200,arXiv:2302.13760,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.1106S
2023JCAP...10..017R,Chirping compact stars: gravitational radiation and detection degeneracy with binaries,2023,10,Journal of Cosmology and Astroparticle Physics,2023,017,6,2,1,gravitational waves / sources; gravitational wave detectors; gravitational waves / experiments; gravitational waves / theory; Astrophysics - Astrophysics of Galaxies; General Relativity and Quantum Cosmology,10.1088/1475-7516/2023/10/017,arXiv:1907.10532,https://ui.adsabs.harvard.edu/abs/2023JCAP...10..017R
2023JCAP...10..016R,The DESI One-Percent survey: exploring the Halo Occupation Distribution of Emission Line Galaxies with ABACUSSUMMIT simulations,2023,10,Journal of Cosmology and Astroparticle Physics,2023,016,53,1,75,cosmological simulations; dark energy experiments; galaxy clustering; redshift surveys; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2023/10/016,arXiv:2306.06319,https://ui.adsabs.harvard.edu/abs/2023JCAP...10..016R
2023ApJ...955...93A,GRB-SN Association within the Binary-driven Hypernova Model,2023,10,The Astrophysical Journal,955,93,14,1,20,Gamma-ray bursts; 629; Astrophysics - High Energy Astrophysical Phenomena,10.3847/1538-4357/ace721,arXiv:2303.16902,https://ui.adsabs.harvard.edu/abs/2023ApJ...955...93A
2023AJ....166..177K,Astrometric Calibration and Performance of the Dark Energy Spectroscopic Instrument Focal Plane,2023,10,The Astronomical Journal,166,177,49,1,4,Astronomical techniques; Wide-field telescopes; Calibration; 1684; 1800; 2179; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-3881/acf7c3,arXiv:2307.06238,https://ui.adsabs.harvard.edu/abs/2023AJ....166..177K
2023MNRAS.525.5575F,A striking relationship between dust extinction and radio detection in DESI QSOs: evidence for a dusty blow-out phase in red QSOs,2023,11,Monthly Notices of the Royal Astronomical Society,525,5575,42,1,40,galaxies: active; galaxies: evolution; quasars: general; quasars: supermassive black holes; radio continuum: galaxies; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stad2603,arXiv:2308.14790,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.5575F
2023MNRAS.525.5406M,First detection of the BAO signal from early DESI data,2023,11,Monthly Notices of the Royal Astronomical Society,525,5406,68,1,56,galaxies: statistics; cosmology: large-scale structure of Universe; observations; dark energy; methods: data analysis; statistical; Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad2618,arXiv:2304.08427,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.5406M
2023MNRAS.525.4367H,Synthetic light-cone catalogues of modern redshift and weak lensing surveys waith ABACUSSUMMIT,2023,11,Monthly Notices of the Royal Astronomical Society,525,4367,35,1,19,gravitational lensing: weak; methods: numerical; galaxies: haloes; cosmic background radiation; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad2563,arXiv:2305.11935,https://ui.adsabs.harvard.edu/abs/2023MNRAS.525.4367H
2023JCAP...11..097Z,DESI luminous red galaxy samples for cross-correlations,2023,11,Journal of Cosmology and Astroparticle Physics,2023,097,39,1,68,cosmological parameters from LSS; galaxy clustering; galaxy surveys; weak gravitational lensing; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2023/11/097,arXiv:2309.06443,https://ui.adsabs.harvard.edu/abs/2023JCAP...11..097Z
2023JCAP...11..045G,3D correlations in the Lyman-α forest from early DESI data,2023,11,Journal of Cosmology and Astroparticle Physics,2023,045,59,1,30,Lyman alpha forest; baryon acoustic oscillations; dark energy experiments; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2023/11/045,arXiv:2308.10950,https://ui.adsabs.harvard.edu/abs/2023JCAP...11..045G
2023ApJ...957...76A,GTC Follow-up Observations of Very Metal-poor Star Candidates from DESI,2023,11,The Astrophysical Journal,957,76,51,1,8,Spectroscopy; Field stars; Milky Way formation; 1558; 2103; 1053; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Astrophysics of Galaxies; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-4357/acfa96,arXiv:2306.06321,https://ui.adsabs.harvard.edu/abs/2023ApJ...957...76A
2023AJ....166..189E,Machine-learning Morphological Classification of TESS Light Curves of T Tauri Stars,2023,11,The Astronomical Journal,166,189,5,3,6,Young stellar objects; Light curve classification; Variable stars; Astrostatistics techniques; Protoplanetary disks; 1834; 1954; 1761; 1886; 1300,10.3847/1538-3881/acf865,,https://ui.adsabs.harvard.edu/abs/2023AJ....166..189E
2023MNRAS.526.6274G,CAPOS: the bulge Cluster APOgee Survey IV elemental abundances of the bulge globular cluster NGC 6558,2023,12,Monthly Notices of the Royal Astronomical Society,526,6274,15,0,14,Techniques: spectroscopic; stars: abundances; stars: chemically peculiar; galaxy: globular clusters: individual: NGC 6558; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/stad3178,arXiv:2310.13054,https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.6274G
2023MNRAS.526.5306D,Predicting the impact of feedback on matter clustering with machine learning in CAMELS,2023,12,Monthly Notices of the Royal Astronomical Society,526,5306,10,1,39,methods: numerical; galaxies: haloes; large-scale structure of Universe; cosmology: theory; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad2992,arXiv:2301.02231,https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.5306D
2023MNRAS.526.5118R,The Dark Energy Spectroscopic Instrument: one-dimensional power spectrum from first Ly α forest samples with Fast Fourier Transform,2023,12,Monthly Notices of the Royal Astronomical Society,526,5118,66,1,55,intergalactic medium; large-scale structure of Universe; cosmology: observations; Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad3008,arXiv:2306.06311,https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.5118R
2023MNRAS.526.4848G,Analysis of the impact of broad absorption lines on quasar redshift measurements with synthetic observations,2023,12,Monthly Notices of the Royal Astronomical Society,526,4848,20,2,12,methods: numerical; techniques: spectroscopic; (galaxies:) quasars: absorption; Astrophysics - Cosmology and Nongalactic Astrophysics; General Relativity and Quantum Cosmology,10.1093/mnras/stad2993,arXiv:2304.05855,https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4848G
2023JCAP...12..023G,Joint cosmological and gravitational-wave population inference using dark sirens and galaxy catalogues,2023,12,Journal of Cosmology and Astroparticle Physics,2023,023,14,2,93,gravitational waves / sources; Bayesian reasoning; galaxy surveys; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2023/12/023,arXiv:2308.02281,https://ui.adsabs.harvard.edu/abs/2023JCAP...12..023G
2023ApJ...958L..30R,XUE: Molecular Inventory in the Inner Region of an Extremely Irradiated Protoplanetary Disk,2023,12,The Astrophysical Journal Letters,958,L30,27,3,40,Protoplanetary disks; Pre-main sequence stars; Planet formation; 1300; 1290; 1241; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Earth and Planetary Astrophysics; Astrophysics - Astrophysics of Galaxies,10.3847/2041-8213/ad03f8,arXiv:2310.11074,https://ui.adsabs.harvard.edu/abs/2023ApJ...958L..30R
2023ARep...67S..87A,GRB-SN Association within the Binary-Driven Hypernova Model,2023,12,Astronomy Reports,67,S87,15,1,1,gamma-ray bursts,10.1134/S1063772923140020,,https://ui.adsabs.harvard.edu/abs/2023ARep...67S..87A
2023AJ....166..259S,Survey Operations for the Dark Energy Spectroscopic Instrument,2023,12,The Astronomical Journal,166,259,51,1,247,Redshift surveys; Spectroscopy; Observatories; 1378; 1558; 1147; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-3881/ad0832,arXiv:2306.06309,https://ui.adsabs.harvard.edu/abs/2023AJ....166..259S
2024MNRAS.527.6950Y,The DESI One-Percent Survey: exploring a generalized SHAM for multiple tracers with the UNIT simulation,2024,1,Monthly Notices of the Royal Astronomical Society,527,6950,43,1,32,methods: observational; methods: statistical; Galaxy: halo; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad3559,arXiv:2306.06313,https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.6950Y
2024JCAP...01..022A,"Constraining models for the origin of ultra-high-energy cosmic rays with a novel combined analysis of arrival directions, spectrum, and composition data measured at the Pierre Auger Observatory",2024,1,Journal of Cosmology and Astroparticle Physics,2024,022,200,0,48,ultra high energy cosmic rays; cosmic ray experiments; active galactic nuclei; Astrophysics - High Energy Astrophysical Phenomena,10.1088/1475-7516/2024/01/022,arXiv:2305.16693,https://ui.adsabs.harvard.edu/abs/2024JCAP...01..022A
2024ApJ...961...74G,The DESI One-Percent Survey: A Concise Model for the Galactic Conformity of Emission-line Galaxies,2024,1,The Astrophysical Journal,961,74,30,1,17,Emission line galaxies; Redshift surveys; Galaxy dark matter halos; Dark energy; Observational cosmology; 459; 1378; 1880; 351; 1146; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ad09d6,arXiv:2309.03802,https://ui.adsabs.harvard.edu/abs/2024ApJ...961...74G
2024ApJ...961...56M,Simulating the Detection of the Global 21 cm Signal with MIST for Different Models of the Soil and Beam Directivity,2024,1,The Astrophysical Journal,961,56,13,0,20,Population III stars; Reionization; Intergalactic medium; H I line emission; Radio receivers; Bayesian statistics; Bayesian information criterion; 1285; 1383; 813; 690; 1355; 1900; 1920; Astrophysics - Instrumentation and Methods for Astrophysics; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ad0f1b,arXiv:2310.07741,https://ui.adsabs.harvard.edu/abs/2024ApJ...961...56M
2024ApJ...960...34Z,DESI Survey Validation Data in the COSMOS/Hyper Suprime-Cam Field: Cool Gas Trace Main-sequence Star-forming Galaxies at the Cosmic Noon,2024,1,The Astrophysical Journal,960,34,26,1,13,Circumgalactic medium; Galaxy environments; Star formation; Quasar absorption line spectroscopy; 1879; 2029; 1569; 1317; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ad09b2,arXiv:2302.13357,https://ui.adsabs.harvard.edu/abs/2024ApJ...960...34Z
2024MNRAS.52711539V,DESI mock challenge: constructing DESI galaxy catalogues based on FASTPM simulations,2024,2,Monthly Notices of the Royal Astronomical Society,527,11539,33,1,7,galaxies: haloes; large-scale structure of Universe; cosmology: theory; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad3742,arXiv:2307.14197,https://ui.adsabs.harvard.edu/abs/2024MNRAS.52711539V
2024ApJS..270...26G,Changing-look Active Galactic Nuclei from the Dark Energy Spectroscopic Instrument. I. Sample from the Early Data,2024,2,The Astrophysical Journal Supplement Series,270,26,37,1,61,Active galaxies; Accretion; Active galactic nuclei; Supermassive black holes; Catalogs; 17; 14; 16; 1663; 205; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4365/ad118a,arXiv:2307.08289,https://ui.adsabs.harvard.edu/abs/2024ApJS..270...26G
2024ApJ...961..173Z,A Large Sample of Extremely Metal-poor Galaxies at z < 1 Identified from the DESI Early Data,2024,2,The Astrophysical Journal,961,173,35,1,41,Metallicity; Scaling relations; Dwarf galaxies; Redshift surveys; 1031; 2031; 416; 1378; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ad1409,arXiv:2312.00300,https://ui.adsabs.harvard.edu/abs/2024ApJ...961..173Z
2024AJ....167...62D,Validation of the Scientific Program for the Dark Energy Spectroscopic Instrument,2024,2,The Astronomical Journal,167,62,200,2,299,Cosmology; Redshift surveys; 343; 1378; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-3881/ad0b08,arXiv:2306.06307,https://ui.adsabs.harvard.edu/abs/2024AJ....167...62D
2024MNRAS.528.7076C,Long-term follow-up observations of extreme coronal line emitting galaxies,2024,3,Monthly Notices of the Royal Astronomical Society,528,7076,43,1,28,galaxies: active; transients: tidal disruption events; Astrophysics - High Energy Astrophysical Phenomena,10.1093/mnras/stae460,arXiv:2307.03182,https://ui.adsabs.harvard.edu/abs/2024MNRAS.528.7076C
2024MNRAS.528.6666R,The Lyman-α forest catalogue from the Dark Energy Spectroscopic Instrument Early Data Release,2024,3,Monthly Notices of the Royal Astronomical Society,528,6666,70,1,47,catalogues; intergalactic medium; dark energy; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1093/mnras/stad3781,arXiv:2306.06312,https://ui.adsabs.harvard.edu/abs/2024MNRAS.528.6666R
2024MNRAS.528.6559L,Redshift-dependent RSD bias from intrinsic alignment with DESI Year 1 spectra,2024,3,Monthly Notices of the Royal Astronomical Society,528,6559,33,1,5,methods: data analysis; large-scale structure of Universe; dark energy; observations; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae317,arXiv:2312.04518,https://ui.adsabs.harvard.edu/abs/2024MNRAS.528.6559L
2024MNRAS.528.3941K,Optimal 1D Ly α forest power spectrum estimation - III. DESI early data,2024,3,Monthly Notices of the Royal Astronomical Society,528,3941,62,1,54,methods: data analysis; intergalactic medium; quasars: absorption lines; Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae171,arXiv:2306.06316,https://ui.adsabs.harvard.edu/abs/2024MNRAS.528.3941K
2024ApJ...963..116P,The DESI One-percent Survey: Evidence for Assembly Bias from Low-redshift Counts-in-cylinders Measurements,2024,3,The Astrophysical Journal,963,116,32,1,12,Galaxy dark matter halos; Two-point correlation function; N-body simulations; Astronomical models; Astronomy software; Cosmological evolution; Extragalactic astronomy; 1880; 1951; 1083; 86; 1855; 336; 506; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ad1ffd,arXiv:2309.08675,https://ui.adsabs.harvard.edu/abs/2024ApJ...963..116P
2024ApJ...963...56H,PROVABGS: The Probabilistic Stellar Mass Function of the BGS One-percent Survey,2024,3,The Astrophysical Journal,963,56,36,1,9,Cosmology; Large-scale structure of the universe; Galaxies; Galactic and extragalactic astronomy; Galaxy spectroscopy; Astrostatistics; Bayesian statistics; 343; 902; 573; 563; 2171; 1882; 1900,10.3847/1538-4357/ad19c8,,https://ui.adsabs.harvard.edu/abs/2024ApJ...963...56H
2024AdSpR..73.3125M,On the equilibrium dynamics of a binary system with two Kerr-like bodies,2024,3,Advances in Space Research,73,3125,3,1,4,Restricted 3-body problem; Equilibrium points; Stability analysis,10.1016/j.asr.2023.12.038,,https://ui.adsabs.harvard.edu/abs/2024AdSpR..73.3125M
2024AdSpR..73.2753M,Comparison between different inflationary models in Bianchi IX spacetime,2024,3,Advances in Space Research,73,2753,5,1,0,Cosmology models; Chaos indicators; orbit classification; Mixmaster; Inflation,10.1016/j.asr.2023.11.019,,https://ui.adsabs.harvard.edu/abs/2024AdSpR..73.2753M
2024RMxAA..60..125R,SNIa Detection Analysis Results from Real and Simulated Images Using Specialized Software,2024,4,Revista Mexicana de Astronomia y Astrofisica,60,125,3,1,0,methods: data analysis; supernovae: general; techniques: image processing,10.22201/ia.01851101p.2024.60.01.10,,https://ui.adsabs.harvard.edu/abs/2024RMxAA..60..125R
2024JCAP...04..016C,Scrutinizing coupled vector dark energy in light of data,2024,4,Journal of Cosmology and Astroparticle Physics,2024,016,3,3,6,Cosmological perturbation theory in GR and beyond; dark energy theory; cosmological parameters from CMBR; modified gravity; Astrophysics - Cosmology and Nongalactic Astrophysics; General Relativity and Quantum Cosmology,10.1088/1475-7516/2024/04/016,arXiv:2310.13877,https://ui.adsabs.harvard.edu/abs/2024JCAP...04..016C
2024A&C....4700820A,Orbit classification in a galaxy model with a biaxial dark matter halo,2024,4,Astronomy and Computing,47,100820,4,1,0,Galaxies; Kinematics and dynamics ─ galaxies; Haloes ─ frequency analysis method ─ SALI indicator,10.1016/j.ascom.2024.100820,,https://ui.adsabs.harvard.edu/abs/2024A&C....4700820A
2024A&C....4700819M,Orbital dynamics of a binary system composed of a massive star and a black hole companion,2024,4,Astronomy and Computing,47,100819,3,1,0,Binary systems; Black holes; Stars; Orbit classification,10.1016/j.ascom.2024.100819,,https://ui.adsabs.harvard.edu/abs/2024A&C....4700819M
2024PDU....4401473C,Lensing convergence and anisotropic dark energy in galaxy redshift surveys,2024,5,Physics of the Dark Universe,44,101473,3,1,6,Dark energy; Galaxy surveys; Forecasts; Relativistic effects; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1016/j.dark.2024.101473,arXiv:1907.10130,https://ui.adsabs.harvard.edu/abs/2024PDU....4401473C
2024NewA..10802155R,"Theory on the common universes, in relation to the universes inserted in the relational multiverse",2024,5,New Astronomy,108,102155,1,1,0,Universe; Stars; Expansion; Multiverse,10.1016/j.newast.2023.102155,,https://ui.adsabs.harvard.edu/abs/2024NewA..10802155R
2024MNRAS.530..947Y,The DESI one-per cent survey: exploring the halo occupation distribution of luminous red galaxies and quasi-stellar objects with ABACUSSUMMIT,2024,5,Monthly Notices of the Royal Astronomical Society,530,947,42,1,112,methods: numerical; methods: statistical; galaxies: haloes; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae359,arXiv:2306.06314,https://ui.adsabs.harvard.edu/abs/2024MNRAS.530..947Y
2024JCAP...05..077E,Mock data sets for the Eboss and DESI Lyman-α forest surveys,2024,5,Journal of Cosmology and Astroparticle Physics,2024,077,35,1,13,cosmological simulations; Lyman alpha forest; baryon acoustic oscillations; intergalactic media; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/05/077,arXiv:2310.18996,https://ui.adsabs.harvard.edu/abs/2024JCAP...05..077E
2024AdSpR..73.4868M,Revealing the equilibrium dynamics of a binary system of prolate or oblate elliptical galaxies,2024,5,Advances in Space Research,73,4868,3,1,3,Elliptical galaxies; Equilibrium points; Linear stability,10.1016/j.asr.2024.01.042,,https://ui.adsabs.harvard.edu/abs/2024AdSpR..73.4868M
2024MNRAS.531.2582M,DESI complete calibration of the colour-redshift relation (DC3R2): results from early DESI data,2024,6,Monthly Notices of the Royal Astronomical Society,531,2582,50,1,21,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae1316,arXiv:2309.13109,https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.2582M
2024MNRAS.531.1454K,Emission line predictions for mock galaxy catalogues: a new differentiable and empirical mapping from DESI,2024,6,Monthly Notices of the Royal Astronomical Society,531,1454,46,1,7,Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stae1189,arXiv:2404.03055,https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.1454K
2024MNRAS.530.4125M,Mapper of the IGM spin temperature: instrument overview,2024,6,Monthly Notices of the Royal Astronomical Society,530,4125,20,0,65,Astrophysics - Instrumentation and Methods for Astrophysics; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae1138,arXiv:2309.02996,https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.4125M
2024ApJ...968...68S,Rotational Evolution of Classical T Tauri Stars: Models and Observations,2024,6,The Astrophysical Journal,968,68,20,1,11,Classical T Tauri stars; Stellar evolution; Stellar magnetic fields; Stellar properties; Stellar rotation; Stellar winds; 252; 1599; 1610; 1624; 1629; 1636; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Earth and Planetary Astrophysics,10.3847/1538-4357/ad3a6b,arXiv:2403.07505,https://ui.adsabs.harvard.edu/abs/2024ApJ...968...68S
2024MNRAS.532..903S,Generating mock galaxy catalogues for flux-limited samples like the DESI Bright Galaxy Survey,2024,7,Monthly Notices of the Royal Astronomical Society,532,903,31,1,22,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae1503,arXiv:2312.08792,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532..903S
2024MNRAS.531.4108K,AuriDESI: mock catalogues for the DESI Milky Way Survey,2024,7,Monthly Notices of the Royal Astronomical Society,531,4108,34,1,9,Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stae1415,arXiv:2406.08921,https://ui.adsabs.harvard.edu/abs/2024MNRAS.531.4108K
2024JCAP...07..094A,Impact of the magnetic horizon on the interpretation of the Pierre Auger Observatory spectrum and composition data,2024,7,Journal of Cosmology and Astroparticle Physics,2024,094,200,0,21,ultra high energy cosmic rays; cosmic ray experiments; cosmic ray theory; Astrophysics - High Energy Astrophysical Phenomena,10.1088/1475-7516/2024/07/094,arXiv:2404.03533,https://ui.adsabs.harvard.edu/abs/2024JCAP...07..094A
2024ApJ...969..105C,Cosmology with Multiple Galaxies,2024,7,The Astrophysical Journal,969,105,6,1,14,Cosmological parameters; Galaxy properties; Galaxy processes; Computational methods; Astronomy data analysis; 339; 615; 614; 1965; 1858; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-4357/ad4969,arXiv:2309.12048,https://ui.adsabs.harvard.edu/abs/2024ApJ...969..105C
2024AN....34540034T,Evaluating a sigmoid dark energy model to explain the Hubble tension,2024,7,Astronomische Nachrichten,345,e20240034,4,3,2,Astrophysics - Cosmology and Nongalactic Astrophysics; General Relativity and Quantum Cosmology,10.1002/asna.20240034,arXiv:2311.05510,https://ui.adsabs.harvard.edu/abs/2024AN....34540034T
2024A&C....4800857S,Predicting sunspot number from topological features in spectral images I: Machine learning approach,2024,7,Astronomy and Computing,48,100857,3,3,3,Machine learning; Sunspots prediction; Spectral images; Sun's dynamics; Fractal features,10.1016/j.ascom.2024.100857,,https://ui.adsabs.harvard.edu/abs/2024A&C....4800857S
2024A&C....4800832A,On the equilibrium points of the collinear restricted 4-body problem with non-spherical bodies,2024,7,Astronomy and Computing,48,100832,5,1,6,Collinear restricted four-body problem; Libration points; Stability analysis,10.1016/j.ascom.2024.100832,,https://ui.adsabs.harvard.edu/abs/2024A&C....4800832A
2024A&A...687A.101A,"The longevity of the oldest open clusters. Structural parameters of NGC 188, NGC 2420, NGC 2425, NGC 2682, NGC 6791, and NGC 6819",2024,7,Astronomy and Astrophysics,687,A101,8,2,14,astrometry; Galaxy: disk; open clusters and associations: general; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/202348220,arXiv:2404.12523,https://ui.adsabs.harvard.edu/abs/2024A&A...687A.101A
2024MNRAS.532.3669F,Broad absorption line quasars in the Dark Energy Spectroscopic Instrument Early Data Release,2024,8,Monthly Notices of the Royal Astronomical Society,532,3669,44,1,29,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae1610,arXiv:2309.03434,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.3669F
